"","budget","score","year","gross","usa"
"2989",75,7.1,21,66.661095,1
"2990",50,6.2,21,27.670986,0
"2991",22,6.2,21,90.648202,1
"2992",85,6,21,120.059556,1
"2993",45,6.3,21,50.648679,0
"2994",130,5.6,21,131.921738,1
"2995",70,6.2,21,18.211013,1
"2996",25,6.8,21,47.642963,1
"2997",9,7.4,21,8.579684,1
"2998",39,6.7,21,12.807139,1
"2999",130,6.5,21,219.964115,1
"3000",25,5.6,21,34.925283,1
"3001",25,7.3,21,49.033882,1
"3002",61,6.3,21,118.594548,1
"3003",35,5.4,21,5.93206,0
"3004",60,4,21,95.673607,1
"3005",20,7,21,4.017609,0
"3006",150,6.9,21,97.822171,1
"3007",20,6.8,21,9.525276,1
"3008",25,6.3,21,33.302167,0
"3009",4,8.1,21,0.00806,0
"3010",60,5.2,21,217.326974,1
"3011",20,2.9,21,10.005534,1
"3012",20,2.3,21,39.739367,1
"3013",15,5.1,21,20.804166,1
"3014",80,5.9,21,15.071514,1
"3015",18,7.3,21,7.083025,1
"3016",40,6.5,21,50.572589,1
"3017",55,6.9,21,16.28524,0
"3018",8.6,6.5,21,14.377198,1
"3019",35,6.7,21,18.317151,1
"3020",2.6,7.2,21,0.038108,0
"3021",70,7.1,21,47.536778,1
"3022",20,7.5,21,19.661987,1
"3023",10,5.6,21,16.472961,1
"3024",35,6.2,21,14.99807,1
"3025",19,6.2,21,19.363565,1
"3026",20,7.6,21,15.800078,1
"3027",1.5,7,21,19.067631,1
"3028",27.5,6.8,21,9.736045,1
"3029",60.795,5.7,21,23.984949,1
"3030",21,6.9,21,28.563179,1
"3031",30,5.9,21,16.930884,1
"3032",16.5,7.1,21,18.670946,0
"3033",20,5.9,21,47.852604,1
"3034",5,6.3,21,0.244397,1
"3035",100,6.7,21,58.867694,1
"3036",25,6.3,21,22.466994,1
"3037",70,6.8,21,36.793804,1
"3038",20,6.2,21,25.92517,1
"3039",30,6.3,21,20.568319,1
"3040",34,6.3,21,54.149098,0
"3041",12,3.6,21,7.498716,1
"3042",4.6,5.9,21,0.434417,0
"3043",20,5.4,21,10.232081,1
"3044",22,5.2,21,25.628629,1
"3045",27,6.8,21,7.486906,1
"3046",28,6.3,21,43.107979,1
"3047",16.5,6.3,21,11.892415,1
"3048",20,5.9,21,25.61252,1
"3049",60,3.8,21,4.535117,0
"3050",45,6.4,21,4.607608,1
"3051",7.3,8.1,21,4.443403,0
"3052",40,5.7,21,25.117498,1
"3053",10,6.5,21,11.043445,1
"3054",15,7.6,21,30.226144,1
"3055",10,6.7,21,0.866778,0
"3056",5,6,21,0.023563,1
"3057",17,4.7,21,2.6268,1
"3058",8,5.9,21,3.992339,1
"3059",65,6.2,21,32.061555,1
"3060",20,5.9,21,1.103075,0
"3061",12,7.4,21,0.214202,0
"3062",6,5.9,21,0.020146,1
"3063",2,5.7,21,0.958961,1
"3064",16,5.4,21,35.374833,1
"3065",35,5.3,21,43.799818,1
"3066",12,7,21,3.950294,1
"3067",15,7.6,21,4.602512,1
"3068",40,6.5,21,40.412817,0
"3069",16,7.1,21,4.600585,1
"3070",14,5.3,21,61.356221,1
"3071",20,5.9,21,18.88288,1
"3072",100,5.6,21,72.006777,1
"3073",10,5.5,21,31.339647,1
"3074",3.8,6.3,21,0.048034,0
"3075",28,4,21,49.631958,0
"3076",16,7.2,21,3.287315,1
"3077",25,6.9,21,0.969869,1
"3078",20,7.3,21,5.701643,0
"3079",16,6.7,21,9.176787,1
"3080",20,4.2,21,13.349251,1
"3081",20,6.8,21,1.200234,0
"3082",11,6.7,21,0.121994,1
"3083",3.75,6.3,21,0.128092,1
"3084",2.6,5.3,21,0.05,1
"3085",15,5.7,21,55.184721,1
"3086",13,6.2,21,49.121934,1
"3087",15,5.5,21,3.525161,1
"3088",3.5,6,21,3.735303,1
"3089",8,6.7,21,0.223537,0
"3090",4,6.6,21,0.046474,0
"3091",3.5,5.1,21,0.058669,0
"3092",10,6.9,21,0.025775,1
"3093",35,3.6,21,10.977721,0
"3094",6,6.7,21,0.712391,1
"3095",26,4,21,6.877133,1
"3096",45,4.8,21,8.791738,1
"3097",10,5.9,21,20.342161,1
"3098",55,5.9,21,5.755286,1
"3099",185,9,22,534.858444,1
"3100",37,5.2,22,191.465414,1
"3101",85,7,22,75.75467,1
"3102",25,5.5,22,48.237389,1
"3103",52,6.4,22,144.130063,1
"3104",10,6.2,22,52.59761,1
"3105",92,7,22,110.515313,1
"3106",140,7.9,22,318.412101,1
"3107",25,7.8,22,145.000989,0
"3108",150,7.8,22,127.509326,1
"3109",18,7.3,22,5.694401,0
"3110",6,7.9,22,26.236603,1
"3111",75,6.7,22,134.508551,1
"3112",15,8,22,141.319928,0
"3113",180,8.4,22,223.808164,1
"3114",150,6.8,22,134.51839,1
"3115",65,5.5,22,152.647258,1
"3116",15,7.9,22,7.75713,0
"3117",65,6.9,22,100.468793,1
"3118",33,8.2,22,148.095302,0
"3119",35,6.8,22,81.159365,1
"3120",12.5,7.8,22,9.030581,0
"3121",200,6.6,22,168.368427,0
"3122",30,7.2,22,63.172463,1
"3123",15,7.6,22,17.017811,1
"3124",25,7,22,80.048433,1
"3125",27,7,22,87.34138,1
"3126",30,6.1,22,76.808654,1
"3127",185,6.2,22,317.101119,1
"3128",15.5,7.1,22,23.216709,0
"3129",35,7.3,22,22.91148,1
"3130",35,6,22,7.948159,1
"3131",145,5.2,22,102.491776,1
"3132",150,6.4,22,227.946274,1
"3133",70,7.1,22,39.394666,1
"3134",130,7.6,22,215.434591,1
"3135",90,6.6,22,71.195053,1
"3136",24,6.6,22,31.457946,1
"3137",48,5,22,64.506874,1
"3138",75,7.1,22,83.077833,1
"3139",32,7.6,22,34.194407,1
"3140",225,6.6,22,141.62149,1
"3141",50,7,22,42.754105,0
"3142",70,5.7,22,70.231041,1
"3143",80,6.5,22,130.319208,1
"3144",55,7.7,22,69.951824,1
"3145",28,6.9,22,67.29427,0
"3146",85,6.1,22,80.172128,1
"3147",4,7.9,22,2.122065,0
"3148",20,6.6,22,24.850922,1
"3149",35,6.7,22,26.814957,0
"3150",30,6,22,10.955425,0
"3151",37,7,22,60.355347,1
"3152",50,6.3,22,0.160641,1
"3153",90,5.5,22,100.018837,1
"3154",55,7.8,22,35.739802,1
"3155",20,7.3,22,30.028592,0
"3156",35,5.4,22,40.689393,0
"3157",45,5.8,22,101.70437,1
"3158",19,6.5,22,8.402485,1
"3159",40,5.9,22,46.012734,1
"3160",45,6.4,22,36.316032,1
"3161",70,6.8,22,97.690976,1
"3162",20,6.1,22,0.01978,1
"3163",150,6.9,22,114.053579,1
"3164",10.8,5.8,22,56.746769,1
"3165",15,6.2,22,6.409528,1
"3166",20,7.6,22,31.841299,1
"3167",70,5.6,22,22.531698,0
"3168",35,6.1,22,80.277646,1
"3169",34,7.7,22,15.0904,0
"3170",25.1,6.3,22,25.534493,1
"3171",105,5.1,22,94.784201,1
"3172",60,7.1,22,143.153751,1
"3173",130,6.6,22,49.554002,0
"3174",120,6,22,43.945766,1
"3175",60,4.8,22,19.781879,1
"3176",32,7.2,22,28.644813,1
"3177",16.5,4.9,22,26.902075,1
"3178",80,6.6,22,101.111837,1
"3179",12,6.6,22,38.087366,1
"3180",21,7.5,22,3.081925,1
"3181",20,7.5,22,33.422556,1
"3182",35,6.2,22,30.691439,1
"3183",80,5.5,22,79.366978,1
"3184",85,6.8,22,154.529439,1
"3185",17.5,6.2,22,58.017783,1
"3186",20,1.9,22,14.190901,1
"3187",11,4.6,22,90.559416,1
"3188",37,6,22,48.006503,1
"3189",60,6.1,22,17.303424,0
"3190",150,6.7,22,180.01095,1
"3191",55,6.6,22,52.07527,1
"3192",8,5.9,22,17.432844,1
"3193",30,6.1,22,31.715062,0
"3194",20,6.8,22,26.415649,1
"3195",55,5.8,22,33.47285,1
"3196",30,2.7,22,38.233676,1
"3197",40,6.6,22,72.266306,1
"3198",2.9,7.5,22,0.036756,1
"3199",9,6.7,22,31.487293,1
"3200",55,6.5,22,7.873007,1
"3201",80,6.1,22,110.101975,1
"3202",12,6,22,31.691811,1
"3203",30,6.7,22,15.709385,1
"3204",20,6.4,22,11.169531,0
"3205",25,5.9,22,0.270659,1
"3206",11,7.3,22,37.76635,1
"3207",20,6.8,22,20.207003,1
"3208",40,7.3,22,9.589875,1
"3209",8,6.9,22,12.062558,1
"3210",22,6.1,22,39.263506,1
"3211",25,7.7,22,18.593156,1
"3212",11.5,7.2,22,0.003045,1
"3213",20,3.9,22,43.86935,1
"3214",14.7,6.3,22,1.585859,1
"3215",8,5.2,22,25.926543,1
"3216",25,6.1,22,4.59776,1
"3217",15,6.1,22,0.083361,1
"3218",60,6,22,40.08141,1
"3219",35,4.5,22,25.871834,1
"3220",30,5.9,22,20.981633,1
"3221",6,4.7,22,0.036497,1
"3222",40,5.9,22,19.21925,1
"3223",27,6.5,22,2.778752,0
"3224",8,6,22,0.108662,1
"3225",20,6.8,22,3.519627,1
"3226",30,6,22,41.850659,1
"3227",35,6.2,22,28.687835,1
"3228",12,7.1,22,3.148482,1
"3229",20,6.8,22,0.200399,1
"3230",9,1.9,22,0.027696,1
"3231",40,5.7,22,32.85364,1
"3232",25,6.6,22,3.073392,0
"3233",0.5,6.6,22,33.456317,1
"3234",8.5,6.7,22,0.140244,1
"3235",12,7,22,8.195551,1
"3236",1.5,6.7,22,0.003478,0
"3237",80,5.6,22,120.14604,0
"3238",20,6.7,22,13.21403,1
"3239",30,6,22,60.26934,1
"3240",1.2,6.2,22,0.006319,1
"3241",58,6,22,31.199215,1
"3242",10,5.2,22,7.56367,1
"3243",35,7.2,22,1.731665,0
"3244",40,5.4,22,15.27968,1
"3245",12,5.4,22,31.418697,1
"3246",62,3.8,22,32.235793,0
"3247",3,6.5,22,2.926565,1
"3248",8.5,5.9,22,35.161554,1
"3249",15,6.7,22,2.203641,0
"3250",25,6.5,22,10.91175,1
"3251",5,6.6,22,0.346286,1
"3252",20,6.7,22,6.414563,0
"3253",60,4.9,22,11.802056,1
"3254",5,6.8,22,4.040588,1
"3255",10,6.1,22,0.003607,0
"3256",22,7,22,23.530831,1
"3257",21,6.1,22,16.28436,1
"3258",10,7.3,22,0.128486,0
"3259",25,5.7,22,1.090947,1
"3260",27,4,22,26.876529,0
"3261",18,5.1,22,0.3,0
"3262",1.5,8,22,2.283276,0
"3263",25,6,22,19.528602,1
"3264",20,5.3,22,6.563357,1
"3265",60,6.1,22,50.877145,0
"3266",25,5.2,22,0.00682,1
"3267",25,6.8,22,1.186957,0
"3268",6,7,22,2.077116,0
"3269",20,3.7,22,94.514402,1
"3270",3.5,6.4,22,0.027349,1
"3271",5,3.9,22,13.350177,1
"3272",22,5.8,22,20.668843,1
"3273",35,5.4,22,42.436517,1
"3274",8,6.5,22,3.393161,1
"3275",45,6,22,7.916887,1
"3276",7,6.8,22,2.344847,1
"3277",10,6.6,22,17.655201,1
"3278",13,6.8,22,3.581642,1
"3279",6.5,4.6,22,4.693919,1
"3280",9,6.4,22,4.881867,1
"3281",10,5.7,22,0.580862,1
"3282",130,7.6,23,107.509799,1
"3283",237,7.8,23,760.507625,0
"3284",75,8.3,23,120.540719,1
"3285",150,8,23,257.730019,1
"3286",35,7.8,23,277.322503,1
"3287",250,7.5,23,301.959197,0
"3288",40,7.8,23,21.002919,1
"3289",23.6,7.7,23,75.590286,1
"3290",25,7.4,23,83.823381,1
"3291",29,7.7,23,255.959475,1
"3292",19,5.6,23,65.002019,1
"3293",90,7.6,23,209.028679,1
"3294",200,5.8,23,166.112167,1
"3295",60,7.7,23,75.286229,1
"3296",150,6.7,23,179.883157,1
"3297",175,8.3,23,293.004164,1
"3298",47,7.9,23,0.0036,0
"3299",11,6.3,23,3.074838,1
"3300",7.5,7.7,23,32.391374,1
"3301",200,6.6,23,125.322469,1
"3302",5,7.9,23,5.009677,0
"3303",200,6,23,402.11187,1
"3304",2,8.2,23,20.167424,0
"3305",13,7.8,23,10.09517,0
"3306",30,2.6,23,9.353573,1
"3307",30,8,23,115.646235,0
"3308",150,6.7,23,133.375846,1
"3309",16,5.1,23,16.204793,1
"3310",11,6.6,23,0.39707,0
"3311",40,6.7,23,163.958031,1
"3312",25,7.3,23,0.056692,1
"3313",50,7.4,23,73.343413,1
"3314",65,5.7,23,67.172594,1
"3315",30,7.4,23,49.20023,1
"3316",175,5.8,23,152.267519,1
"3317",15,6.6,23,32.721635,1
"3318",85,6.6,23,155.064265,1
"3319",65,6.7,23,43.818839,1
"3320",40,6.4,23,93.953653,0
"3321",33,6.8,23,10.330853,0
"3322",100,7,23,97.10462,1
"3323",20,6.4,23,64.167069,1
"3324",7,7.6,23,9.166863,1
"3325",80,6.3,23,38.577772,1
"3326",50,4.6,23,296.623634,1
"3327",15,5.5,23,51.545952,1
"3328",105,7.1,23,104.400899,1
"3329",40,6.8,23,7.689607,0
"3330",40,7,23,71.440011,1
"3331",40,5.9,23,13.83813,1
"3332",35,7.3,23,11.001272,0
"3333",26,7.1,23,28.501651,1
"3334",0.9,6.4,23,0.100659,1
"3335",15,4.9,23,33.392973,1
"3336",38,6.5,23,88.915214,1
"3337",60,4.9,23,43.337279,1
"3338",20,6.2,23,17.231291,1
"3339",40,7,23,94.125426,1
"3340",30,7.1,23,31.743332,1
"3341",40,5.2,23,66.4777,1
"3342",20,6.7,23,36.842118,1
"3343",80,5.8,23,19.664021,0
"3344",5,7.8,23,0.547292,0
"3345",8.5,7,23,4.444637,0
"3346",38,6.1,23,31.8061,1
"3347",75,6.3,23,51.855045,1
"3348",10,7.3,23,47.395661,1
"3349",11,6,23,27.669413,0
"3350",50,5.8,23,20.488579,1
"3351",30,5.5,23,58.71551,1
"3352",60,5.5,23,109.20566,1
"3353",30,6.6,23,42.100625,1
"3354",50,7.4,23,7.994115,0
"3355",26,5.8,23,16.999046,0
"3356",35,6.6,23,45.802315,1
"3357",20,6.5,23,30.101577,0
"3358",175,6.5,23,198.351526,1
"3359",26,5.2,23,20.819129,1
"3360",100,6.4,23,65.452312,1
"3361",39,7.1,23,63.414846,1
"3362",50,6.2,23,79.957634,1
"3363",7,7,23,9.190525,1
"3364",100,7,23,124.870275,1
"3365",25,6.2,23,32.416109,1
"3366",6,5,23,4.542775,1
"3367",16,5.6,23,15.045676,1
"3368",6,6.4,23,7.706394,1
"3369",60,7.4,23,37.491364,1
"3370",150,5.9,23,177.243721,1
"3371",100,5.4,23,49.43837,1
"3372",26,6.2,23,13.248477,1
"3373",85,6.6,23,112.735375,1
"3374",100,6.8,23,77.233467,0
"3375",20,6.2,23,13.630226,1
"3376",7,7.3,23,39.462438,1
"3377",16,4.8,23,42.67041,1
"3378",35,5.4,23,73.03446,0
"3379",30,4.3,23,79.566871,1
"3380",70,7.2,23,0.61784,0
"3381",20,4.9,23,68.261644,1
"3382",42,5.8,23,60.05453,1
"3383",10,5.9,23,25.46448,1
"3384",40,6.4,23,38.105077,0
"3385",15,7.2,23,5.306447,1
"3386",35,5.5,23,10.275638,1
"3387",22,6.6,23,0.723714,1
"3388",18.5,6.4,23,18.439082,1
"3389",8,6.2,23,10.814185,1
"3390",90,7,23,196.573705,1
"3391",75,4.5,23,219.614612,1
"3392",14,6.5,23,15.48354,1
"3393",15,6.9,23,13.043363,1
"3394",200,6.8,23,137.855863,1
"3395",50,6.5,23,25.450527,1
"3396",35,5.4,23,49.49206,1
"3397",8,6.3,23,10.269307,1
"3398",17,6.7,23,27.154426,1
"3399",2.9,7.4,23,0.228477,1
"3400",22,6.5,23,33.313582,1
"3401",18,5.8,23,23.993605,1
"3402",13,6.6,23,2.035566,0
"3403",15,4.8,23,33.86001,1
"3404",1.7,5.5,23,0.695417,1
"3405",18,5,23,22.45551,1
"3406",18,5.3,23,14.793904,0
"3407",18,6.5,23,15.281286,1
"3408",60,6.2,23,40.572825,1
"3409",17,7.1,23,9.451946,1
"3410",3.9,6.6,23,0.688529,1
"3411",7.3,7.2,23,1.818681,0
"3412",8,5.6,23,16.734283,1
"3413",20,6.7,23,1.697956,1
"3414",5,7.2,23,0.296441,0
"3415",16,5.1,23,11.956207,1
"3416",60,6.7,23,31.670931,0
"3417",4.5,5.9,23,0.108229,1
"3418",0.8,6.3,23,0.041709,0
"3419",45,5.4,23,25.200412,1
"3420",18,3.7,23,8.742261,0
"3421",21,7.2,23,8.855646,1
"3422",150,5.1,23,119.43677,1
"3423",18,5.6,23,22.92739,1
"3424",40,4.8,23,20.916309,1
"3425",19,6.8,23,0.454149,1
"3426",5,6.5,23,1.474508,1
"3427",70,5.6,23,35.922978,1
"3428",65,6.3,23,19.548064,0
"3429",70,6.1,23,42.086887,0
"3430",58,4.8,23,29.580087,1
"3431",23,6.2,23,2.708188,0
"3432",22,5.6,23,12.232937,1
"3433",40,5.8,23,14.241034,1
"3434",18,7.2,23,5.014305,0
"3435",30,6.7,23,7.443007,1
"3436",5.6,6.6,23,0.027766,0
"3437",10,7.6,23,0.449558,0
"3438",3.5,6.8,23,0.044462,0
"3439",27,5.7,23,15.988876,1
"3440",15,6.4,23,4.360548,1
"3441",17,5.9,23,8.662318,1
"3442",6,7.4,23,6.670712,1
"3443",0.8,6.8,23,0.16698,0
"3444",8,5.9,23,0.100503,1
"3445",4,4.9,23,0.10174,1
"3446",6.5,7.2,23,0.066637,1
"3447",7.5,7.1,23,9.176553,1
"3448",12,6.8,23,0.548934,0
"3449",5,6.9,23,0.518522,1
"3450",10,5.9,23,0.001785,1
"3451",13,4.2,23,51.733921,1
"3452",3,5.9,23,0.005005,1
"3453",25,5.9,23,0.032409,1
"3454",160,8.8,24,292.576195,1
"3455",13,8,24,106.954678,1
"3456",60,7.5,24,31.49427,1
"3457",80,8.1,24,128.012934,1
"3458",30,7.7,24,48.071303,0
"3459",20,6.4,24,31.584722,1
"3460",125,5.8,24,163.214888,1
"3461",6.8,8.2,24,6.857096,0
"3462",1.5,6.8,24,54.00915,1
"3463",40,7.7,24,96.962694,1
"3464",69,7.7,24,251.513985,1
"3465",37,7.6,24,92.186262,1
"3466",260,7.8,24,200.821936,1
"3467",95,5.9,24,88.76172,0
"3468",15,8,24,138.797449,0
"3469",8,7.1,24,58.401464,1
"3470",200,7,24,312.433331,1
"3471",30,6.7,24,32.367005,1
"3472",170,6.8,24,172.062763,1
"3473",26,5.2,24,40.16808,1
"3474",200,6.5,24,334.19111,1
"3475",38,7.6,24,171.243005,1
"3476",35,5.2,24,63.075011,1
"3477",58,7.1,24,90.380162,1
"3478",80,6.9,24,94.835059,1
"3479",100,4.4,24,95.347692,1
"3480",110,6.8,24,77.222099,1
"3481",117,6.3,24,76.423035,1
"3482",200,8.3,24,415.00488,1
"3483",3.5,7.4,24,9.737892,1
"3484",2,6.3,24,0.093051,1
"3485",165,8.1,24,217.581231,1
"3486",16,7.2,24,19.06824,1
"3487",200,6.6,24,90.759676,1
"3488",25,7.8,24,93.617009,1
"3489",15,7.2,24,2.434652,0
"3490",80,6,24,162.001186,1
"3491",35,6.1,24,29.197642,0
"3492",20,5.6,24,45.710178,0
"3493",200,6.7,24,105.26973,1
"3494",110,6.4,24,118.311368,1
"3495",80,6.5,24,103.068524,1
"3496",150,4.2,24,131.564731,1
"3497",38,6.6,24,53.374681,1
"3498",55,6.3,24,98.711404,1
"3499",55,6.4,24,39.440655,1
"3500",18,7.6,24,18.33523,1
"3501",40,6.4,24,52.000688,1
"3502",35,7.4,24,21.148651,1
"3503",100,6.7,24,119.219978,1
"3504",19,6.5,24,25.91892,1
"3505",40,6.2,24,176.591618,1
"3506",68,4.9,24,300.531751,1
"3507",55,5.6,24,32.669555,1
"3508",2,7.2,24,6.531503,1
"3509",24,5.5,24,25.003155,1
"3510",36,6.4,24,50.287556,1
"3511",100,6.8,24,81.562942,1
"3512",24,6.5,24,23.24002,1
"3513",12,6.4,24,0.122288,0
"3514",15,6.7,24,26.161406,1
"3515",15,6.2,24,64.003625,1
"3516",52,5.7,24,110.485654,1
"3517",80,6.6,24,43.31389,0
"3518",44,6.5,24,31.162545,1
"3519",20,7.2,24,12.13442,0
"3520",130,7.3,24,148.415853,1
"3521",3,7,24,1.028658,0
"3522",165,6.3,24,238.371987,1
"3523",14,7.7,24,1.752214,1
"3524",100,6,24,67.631157,1
"3525",20,5.8,24,25.702053,1
"3526",155,6.3,24,104.38695,1
"3527",10.5,6.6,24,26.593646,1
"3528",150,6.1,24,63.150991,1
"3529",70,6.2,24,52.474616,1
"3530",25,6.3,24,80.014842,1
"3531",60,5.7,24,80.57401,1
"3532",65,6.6,24,100.539043,1
"3533",25,6.4,24,23.580735,1
"3534",20,6.5,24,39.123589,1
"3535",8,7.1,24,6.350058,1
"3536",100,5.5,24,148.38378,1
"3537",2.5,6.8,24,0.322157,1
"3538",20,5.9,24,62.950384,1
"3539",60,5.9,24,60.128566,0
"3540",10,6.3,24,33.583175,1
"3541",19,6.1,24,27.758465,1
"3542",45,7.2,24,15.541549,0
"3543",150,5.8,24,61.97968,1
"3544",20,6.2,24,57.74472,1
"3545",47,4.7,24,10.539414,1
"3546",35,5.3,24,37.490007,1
"3547",40,5.5,24,67.061228,1
"3548",10,6.6,24,3.571735,1
"3549",10,4.4,24,21.371425,1
"3550",120,5.4,24,30.21262,1
"3551",7,6.3,24,1.768416,1
"3552",20,6.9,24,31.177548,1
"3553",3.2,7.2,24,5.790894,1
"3554",75,5.4,24,47.059963,1
"3555",30,6.6,24,53.032453,1
"3556",5,7,24,2.229058,1
"3557",9.5,6.9,24,0.120016,1
"3558",52,6.5,24,23.979741,0
"3559",100,6.8,24,35.05366,0
"3560",3.5,7.1,24,20.811365,1
"3561",50,6.5,24,32.746941,1
"3562",28,5.4,24,24.268828,1
"3563",20,6.3,24,35.606376,1
"3564",8,6.9,24,0.11719,0
"3565",6,7.6,24,0.802524,0
"3566",80,7,24,55.675313,1
"3567",22,6.8,24,9.528092,1
"3568",37,5.6,24,44.875481,1
"3569",30,6.2,24,42.400223,1
"3570",23,7.6,24,19.202743,0
"3571",20,5.7,24,42.739347,1
"3572",25,5.6,24,24.04249,1
"3573",12,8,24,4.018695,0
"3574",32,6.3,24,13.794835,1
"3575",20,3.5,24,36.661504,1
"3576",40,6.5,24,31.011732,1
"3577",15,6.8,24,4.439063,0
"3578",48,5,24,60.022256,1
"3579",0.65,6.5,24,0.018469,1
"3580",35,7.2,24,59.713955,1
"3581",0.5,5.8,24,0.098017,0
"3582",22,6.3,24,3.247816,1
"3583",13,6.1,24,0.214966,1
"3584",112,4.9,24,42.779261,1
"3585",25,7.1,24,0.206088,0
"3586",10,5.5,24,8.460995,1
"3587",3,5.7,24,84.752907,1
"3588",1.8,5.6,24,41.03435,0
"3589",22,5.4,24,1.796024,1
"3590",32,6.3,24,17.804299,1
"3591",7,7.1,24,0.382946,1
"3592",8,5,24,0.003669,1
"3593",4,6.5,24,0.05363,1
"3594",12.5,7.2,24,6.783129,1
"3595",25,6.2,24,0.006911,1
"3596",25,6.9,24,11.538204,1
"3597",20,5.4,24,0.277943,1
"3598",7,6.3,24,7.455447,1
"3599",80,4.6,24,100.246011,1
"3600",15,6.3,24,20.218921,1
"3601",0.5,6.8,24,0.04843,1
"3602",10,6.2,24,0.004833,0
"3603",25,5.7,24,0.134904,1
"3604",7.2,7.2,24,1.094798,0
"3605",4.5,5.1,24,0.10328,1
"3606",5,6.4,24,2.71121,1
"3607",45,6.3,24,5.664251,0
"3608",25,4.8,24,14.63749,1
"3609",31,6.5,24,11.854694,1
"3610",0.8,5.5,24,0.062,1
"3611",50,4.2,24,33.644788,1
"3612",20,5.1,24,1.183354,1
"3613",15,6.2,24,1.039869,0
"3614",12,6,24,0.101882,1
"3615",85,4.3,24,43.585753,1
"3616",35,3.8,24,17.596256,1
"3617",10,4.9,24,0.022197,1
"3618",0.065,6.2,24,0.389804,1
"3619",20,5.3,24,25.077977,1
"3620",125,8.1,25,381.011219,1
"3621",163,6,25,100.240551,1
"3622",250,6.6,25,241.071802,1
"3623",15,7.8,25,35.060689,1
"3624",25,8.1,25,169.708112,1
"3625",50,7.4,25,84.351197,1
"3626",90,7.8,25,102.515793,1
"3627",32.5,6.8,25,169.106725,1
"3628",82,6.1,25,36.392502,1
"3629",150,7,25,181.030624,1
"3630",140,6.9,25,176.654505,1
"3631",25,8.2,25,13.657115,1
"3632",160,7.8,25,146.408305,1
"3633",200,5.6,25,116.601172,1
"3634",27,7.4,25,79.249455,1
"3635",75,6,25,83.504017,1
"3636",50,7,25,127.004179,1
"3637",93,7.6,25,176.760185,1
"3638",60,5.7,25,29.136626,1
"3639",195,6.3,25,352.390543,1
"3640",40,6.7,25,37.520095,1
"3641",50,7.1,25,75.62455,1
"3642",17,7.7,25,56.816662,0
"3643",32,7.5,25,54.712227,1
"3644",145,7.4,25,209.397903,1
"3645",80,6.4,25,103.028109,1
"3646",40,7.3,25,58.0092,1
"3647",35,6.9,25,117.538559,1
"3648",60,6.1,25,55.100437,1
"3649",6.5,7.2,25,4.000304,0
"3650",40,6.2,25,38.180928,1
"3651",35,6.6,25,55.802754,1
"3652",20,5.7,25,100.292856,1
"3653",150,7.5,25,73.864507,1
"3654",1,6.5,25,18.474268,1
"3655",50,7.6,25,75.605492,1
"3656",15,7,25,13.843771,1
"3657",25,6.2,25,70.66222,1
"3658",110,4.9,25,281.287133,1
"3659",7,7.5,25,1.738692,0
"3660",125,7.5,25,186.848418,1
"3661",7.4,7.1,25,3.02987,0
"3662",125,7.3,25,209.837675,1
"3663",30,6.8,25,40.259119,1
"3664",50.2,7.1,25,62.495645,1
"3665",13,7.6,25,3.185812,0
"3666",25,6.8,25,51.580136,1
"3667",110,7.1,25,85.468508,1
"3668",135,7.2,25,123.477607,1
"3669",6,5.6,25,0.004106,1
"3670",38,6.2,25,16.92867,1
"3671",90,5.2,25,21.295021,1
"3672",32,6.8,25,13.303319,1
"3673",20,7.3,25,82.58416,1
"3674",40,7,25,37.412945,1
"3675",52,6.3,25,37.081475,1
"3676",60,6.6,25,75.658097,1
"3677",0.5,8.4,25,7.098492,0
"3678",24,5.9,25,51.802742,1
"3679",35,5.1,25,28.087155,1
"3680",11,6.7,25,1.987762,1
"3681",18,7.1,25,43.853424,1
"3682",75,5.8,25,20.377913,0
"3683",8,7.7,25,35.014192,1
"3684",36,5.9,25,45.060734,1
"3685",80,6.5,25,254.464305,1
"3686",200,6.2,25,191.452396,1
"3687",1.1,7.6,25,4.105123,0
"3688",135,7.4,25,77.591831,1
"3689",40,6.4,25,36.665854,0
"3690",49.9,5.6,25,21.596445,1
"3691",66,7.2,25,79.884879,1
"3692",45,6.3,25,8.30597,1
"3693",40,6.6,25,29.121498,1
"3694",12.5,7.1,25,40.962534,1
"3695",15,7.9,25,44.671682,0
"3696",35,6.6,25,37.30603,1
"3697",70,5.8,25,83.552429,1
"3698",3.5,7.1,25,5.354039,1
"3699",30,6.4,25,18.298649,1
"3700",90,6.9,25,143.619809,1
"3701",110,5.5,25,142.614158,1
"3702",0.25,6.7,25,3.413908,1
"3703",13,6.6,25,1.024175,0
"3704",5,7.4,25,1.729969,1
"3705",30,6.9,25,63.686397,0
"3706",17,5.6,25,27.865571,1
"3707",40,5.9,25,42.587643,1
"3708",150,7.3,25,165.249063,1
"3709",4,6.2,25,1.104682,1
"3710",0.1,7,25,1.316074,1
"3711",57,4.3,25,51.774002,1
"3712",42,5.4,25,37.662162,1
"3713",16,4.9,25,37.300107,1
"3714",38,6.9,25,58.709717,1
"3715",23,5.8,25,18.942396,0
"3716",20,6.1,25,14.008193,1
"3717",25,5.8,25,10.324441,1
"3718",23,6.3,25,6.923891,1
"3719",75,6.2,25,78.04657,1
"3720",50,5.4,25,10.706786,1
"3721",10,7.3,25,46.412041,0
"3722",55,6,25,21.28344,1
"3723",56,5.7,25,54.544638,1
